,phylum,class,order,family,genus,species,taxon
8635,Proteobacteria,Betaproteobacteria,Neisseriales,Chromobacteriaceae,Aquaspirillum,Aquaspirillum sp. LM1,Aquaspirillum sp. LM1
8963,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Ramlibacter,Ramlibacter tataouinensis,Ramlibacter tataouinensis
9000,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax,Variovorax sp. PMC12,Variovorax sp. PMC12
9032,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Simplicispira,Simplicispira suum,Simplicispira suum
9037,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,,,Comamonadaceae
9118,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia pseudomallei,Burkholderia pseudomallei
9296,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia sp. CCGE1001,Burkholderia sp. CCGE1001
9311,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,,Paraburkholderia
9316,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,Paraburkholderia sp. SOS3,Paraburkholderia sp. SOS3
9323,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,Paraburkholderia caribensis,Paraburkholderia caribensis
9332,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia sp. YI23,Burkholderia sp. YI23
9335,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia insecticola,Burkholderia insecticola
9370,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,Cupriavidus necator,Cupriavidus necator N-1
9548,Proteobacteria,Gammaproteobacteria,,,,gamma proteobacterium HdN1,gamma proteobacterium HdN1
9580,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,Legionella hackeliae,Legionella hackeliae
9588,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,,,Legionellaceae
9589,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,Legionella fallonii,Legionella fallonii LLAP-10
9596,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,Legionella longbeachae,Legionella longbeachae
9670,Proteobacteria,Gammaproteobacteria,Chromatiales,Ectothiorhodospiraceae,Spiribacter,Spiribacter curvatus,Spiribacter curvatus
9782,Proteobacteria,Gammaproteobacteria,Thiotrichales,Piscirickettsiaceae,Hydrogenovibrio,Hydrogenovibrio crunogenus,Hydrogenovibrio crunogenus XCL-2
10532,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Thalassolituus,Thalassolituus oleivorans,Thalassolituus oleivorans
12468,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Buchnera <proteobacteria>,Buchnera aphidicola,Buchnera aphidicola
13438,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Halieaceae,Halioglobus,Halioglobus japonicus,Halioglobus japonicus
13482,,,,,,,Bacteria <prokaryotes>
13491,,,,,,,Bacteria <prokaryotes>
13512,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Hyphomicrobium,,Hyphomicrobium
13515,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Rhodomicrobium,Rhodomicrobium vannielii,Rhodomicrobium vannielii ATCC 17100
13520,,,,,,,Bacteria <prokaryotes>
10980,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Erwinia,Erwinia pyrifoliae,Erwinia pyrifoliae Ep1/96
270,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium,Sphingobium amiense,Sphingobium amiense
2426,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus <bacterium>,Bacillus velezensis,Bacillus velezensis
2670,Firmicutes,Bacilli,Bacillales,,,,Bacillales
4061,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,,Mycoplasma
6739,Bacteroidetes <phylum>,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,,Flavobacterium
1591,Synergistetes,Synergistia,Synergistales,Synergistaceae,,,Synergistaceae
12922,Proteobacteria,Gammaproteobacteria,,,,,Gammaproteobacteria
11797,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,,Escherichia
4346,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Macrococcus,Macrococcus canis,Macrococcus canis
4513,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,Staphylococcus aureus
5452,Actinobacteria <phylum>,Actinobacteria <class>,Micrococcales,Micrococcaceae,Kocuria,Kocuria rhizophila,Kocuria rhizophila DC2201
6253,Actinobacteria <phylum>,Actinobacteria <class>,Corynebacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium sp. 2184,Corynebacterium sp. 2184
10090,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas balearica,Pseudomonas balearica DSM 6083
9117,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia pseudomallei,Burkholderia pseudomallei K96243
7269,Bacteroidetes <phylum>,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides <genus>,Bacteroides fragilis,Bacteroides fragilis
3580,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Leuconostoc,Leuconostoc suionicum,Leuconostoc suionicum
3592,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Leuconostoc,Leuconostoc citreum,Leuconostoc citreum KM20
8188,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Helicobacter,Helicobacter cinaedi,Helicobacter cinaedi PAGU611
8952,Proteobacteria,Betaproteobacteria,Burkholderiales,,Aquabacterium,Aquabacterium olei,Aquabacterium olei
7040,Bacteroidetes <phylum>,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Ornithobacterium,Ornithobacterium rhinotracheale,Ornithobacterium rhinotracheale
9895,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter pittii,Acinetobacter pittii
13119,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio campbellii,Vibrio campbellii ATCC BAA-1116
12700,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus,Haemophilus influenzae,Haemophilus influenzae R2846
1829,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Clostridium sp. JN-9,Clostridium sp. JN-9
1839,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Clostridium tyrobutyricum,Clostridium tyrobutyricum
8305,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,,,,Desulfuromonadales
9012,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Verminephrobacter,Verminephrobacter eiseniae,Verminephrobacter eiseniae EF01-2
9456,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Massilia,Massilia sp. WG5,Massilia sp. WG5
1875,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Clostridium perfringens,Clostridium perfringens
8772,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,,Neisseria
11316,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,Salmonella enterica subsp. enterica
1846,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,,Clostridium
6624,Actinobacteria <phylum>,Rubrobacteria,Rubrobacterales,Rubrobacteraceae,Rubrobacter,,Rubrobacter
6626,Actinobacteria <phylum>,,,,,,Actinobacteria <phylum>
9016,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Melaminivora,Melaminivora sp. SC2-9,Melaminivora sp. SC2-9
9340,Proteobacteria,Betaproteobacteria,,,,,Betaproteobacteria
9442,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Herbaspirillum,,Herbaspirillum
9491,Proteobacteria,Betaproteobacteria,,,,,Betaproteobacteria
9526,Proteobacteria,Betaproteobacteria,Rhodocyclales,Zoogloeaceae,Azoarcus,Azoarcus communis,Azoarcus communis
1837,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,,Clostridium
3866,,,,,,,Terrabacteria group
3872,,,,,,,Terrabacteria group
4155,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,,Mycoplasma
5727,Actinobacteria <phylum>,Actinobacteria <class>,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,,Bifidobacterium
7426,Bacteroidetes <phylum>,Cytophagia,Cytophagales,Cytophagaceae,Cytophaga,Cytophaga hutchinsonii,Cytophaga hutchinsonii ATCC 33406
8584,Proteobacteria,Betaproteobacteria,,,,,Betaproteobacteria
8652,Proteobacteria,Betaproteobacteria,Neisseriales,Chromobacteriaceae,Chromobacterium,Chromobacterium sp. IIBBL 274-1,Chromobacterium sp. IIBBL 274-1
9055,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,,,Comamonadaceae
9636,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,Coxiella <Bacteria>,Coxiella endosymbiont of Amblyomma americanum,Coxiella endosymbiont of Amblyomma americanum
10595,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Candidatus Carsonella,Candidatus Carsonella ruddii,Candidatus Carsonella ruddii PV
12631,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Actinobacillus,Actinobacillus pleuropneumoniae,Actinobacillus pleuropneumoniae serovar 3 str. JL03
13007,Proteobacteria,Gammaproteobacteria,,,,,Gammaproteobacteria
13325,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,,,Alteromonadaceae
10568,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,Halomonas sp. R57-5,Halomonas sp. R57-5
13450,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,Cellvibrio,Cellvibrio sp. PSBB023,Cellvibrio sp. PSBB023
11,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bosea <bacteria>,Bosea vaviloviae,Bosea vaviloviae
322,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,,Sphingomonas
9289,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,Paraburkholderia caffeinilytica,Paraburkholderia caffeinilytica
11994,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Citrobacter,Citrobacter freundii,Citrobacter freundii
12534,Proteobacteria,Gammaproteobacteria,,,,,Gammaproteobacteria
8770,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,,Neisseria
13054,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio fluvialis,Vibrio fluvialis
172,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,Novosphingobium sp. THN1,Novosphingobium sp. THN1
594,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Aminobacter,Aminobacter sp. MSH1,Aminobacter sp. MSH1
852,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,,,Rhodospirillaceae
1359,Cyanobacteria,,Nostocales,Rivulariaceae,Calothrix,Calothrix sp. NIES-3974,Calothrix sp. NIES-3974
1653,,,,,,,Bacteria <prokaryotes>
2449,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus <bacterium>,Bacillus velezensis,Bacillus velezensis
2639,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus <bacterium>,,Bacillus <bacterium>
7457,Bacteroidetes <phylum>,Cytophagia,Cytophagales,Cytophagaceae,Spirosoma,Spirosoma montaniterrae,Spirosoma montaniterrae
7551,Nitrospirae,Nitrospira <class>,Nitrospirales,Nitrospiraceae,Nitrospira <genus>,Nitrospira defluvii,Nitrospira defluvii
9468,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Massilia,,Massilia
10066,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,Pseudomonas
10180,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas fulva,Pseudomonas fulva
15,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bosea <bacteria>,Bosea sp. Tri-49,Bosea sp. Tri-49
27,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Methylobacterium,Methylobacterium aquaticum,Methylobacterium aquaticum
112,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,,,Bradyrhizobiaceae
115,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,,,Bradyrhizobiaceae
147,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,,,Bradyrhizobiaceae
170,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingosinicella,Sphingosinicella sp. BN140058,Sphingosinicella sp. BN140058
199,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingopyxis,Sphingopyxis alaskensis,Sphingopyxis alaskensis RB2256
272,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium,Sphingobium yanoikuyae,Sphingobium yanoikuyae
276,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium,,Sphingobium
302,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Sphingomonas sanxanigenens,Sphingomonas sanxanigenens DSM 19645 = NX02
327,Proteobacteria,Alphaproteobacteria,Sphingomonadales,,,,Sphingomonadales
344,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,,,Sphingomonadaceae
350,Proteobacteria,Alphaproteobacteria,,,Micavibrio,Micavibrio aeruginosavorus,Micavibrio aeruginosavorus EPB
435,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,,,Rhodobacteraceae
481,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,,,Rhodobacteraceae
489,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,,,Rhodobacteraceae
531,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseovarius,Roseovarius mucosus,Roseovarius mucosus
541,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseibacterium,Roseibacterium elongatum,Roseibacterium elongatum DSM 19469
564,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,,,Phyllobacteriaceae
599,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,,,Phyllobacteriaceae
797,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,,Brevundimonas
825,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Phenylobacterium,Phenylobacterium sp. HYN0004,Phenylobacterium sp. HYN0004
891,Proteobacteria,Alphaproteobacteria,Holosporales,Candidatus Paracaedibacteraceae,Candidatus Paracaedibacter,Candidatus Paracaedibacter acanthamoebae,Candidatus Paracaedibacter acanthamoebae
921,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,,Rickettsia
997,Proteobacteria,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,,,Anaplasmataceae
1011,Proteobacteria,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,Wolbachia,,Wolbachia
1014,Proteobacteria,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,Wolbachia,,Wolbachia
1020,Proteobacteria,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,Wolbachia,,Wolbachia
1027,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,,,Pelagibacteraceae
1059,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Asaia,Asaia bogorensis,Asaia bogorensis NBRC 16594
1065,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,,,Acetobacteraceae
1107,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,,,Acetobacteraceae
1117,Deinococcus-Thermus,Deinococci,Deinococcales,Deinococcaceae,Deinococcus,,Deinococcus
1258,Spirochaetes <phylum>,Spirochaetia,Spirochaetales,Spirochaetaceae,Treponema,,Treponema
1333,Cyanobacteria,,Nostocales,Rivulariaceae,Calothrix,Calothrix sp. NIES-2098,Calothrix sp. NIES-2098
1360,Cyanobacteria,,Nostocales,Rivulariaceae,Calothrix,Calothrix sp. NIES-4071,Calothrix sp. NIES-4071
1466,Cyanobacteria,,Synechococcales,Synechococcaceae,Synechococcus,Synechococcus sp. RCC307,Synechococcus sp. RCC307
1482,Cyanobacteria,,Synechococcales,Synechococcaceae,Synechococcus,,Synechococcus
1483,Cyanobacteria,,Synechococcales,Synechococcaceae,Synechococcus,,Synechococcus
1675,Firmicutes,Clostridia,Thermoanaerobacterales,Thermodesulfobiaceae,Thermodesulfobium,,Thermodesulfobium
1689,Firmicutes,Clostridia,Clostridiales,Clostridiales Family XVII. Incertae Sedis,Thermaerobacter,,Thermaerobacter
1702,Firmicutes,Clostridia,Clostridiales,Syntrophomonadaceae,Syntrophomonas,Syntrophomonas wolfei,Syntrophomonas wolfei subsp. wolfei str. Goettingen G311
1807,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Clostridium botulinum,Clostridium botulinum F str. Langeland
1817,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,,Clostridium
1834,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,,Clostridium
2091,Firmicutes,,,,,,Firmicutes
2109,Firmicutes,Bacilli,Bacillales,Alicyclobacillaceae,Tumebacillus,Tumebacillus algifaecis,Tumebacillus algifaecis
2121,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Aneurinibacillus,Aneurinibacillus sp. XH2,Aneurinibacillus sp. XH2
2132,Firmicutes,Bacilli,Bacillales,,Exiguobacterium,,Exiguobacterium
2149,Firmicutes,Bacilli,Bacillales,Planococcaceae,Planococcus <bacterium>,Planococcus rifietoensis,Planococcus rifietoensis
2159,Firmicutes,Bacilli,Bacillales,Bacillaceae,Lysinibacillus,Lysinibacillus sp. SGAir0095,Lysinibacillus sp. SGAir0095
2173,Firmicutes,Bacilli,Bacillales,Planococcaceae,Solibacillus,Solibacillus silvestris,Solibacillus silvestris
2179,Firmicutes,Bacilli,Bacillales,Planococcaceae,Rummeliibacillus,Rummeliibacillus stabekisii,Rummeliibacillus stabekisii
2232,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus <bacterium>,Bacillus pumilus,Bacillus pumilus
2239,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus <bacterium>,,Bacillus <bacterium>
2285,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus <bacterium>,,Bacillus <bacterium>
2344,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus <bacterium>,Bacillus glycinifermentans,Bacillus glycinifermentans
2353,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus <bacterium>,Bacillus paralicheniformis,Bacillus paralicheniformis
2358,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus <bacterium>,,Bacillus <bacterium>
2360,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus <bacterium>,Bacillus subtilis,Bacillus subtilis subsp. spizizenii TU-B-10
2456,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus <bacterium>,Bacillus cytotoxicus,Bacillus cytotoxicus
2460,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus <bacterium>,Bacillus cytotoxicus,Bacillus cytotoxicus
2463,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus <bacterium>,Bacillus pseudomycoides,Bacillus pseudomycoides
2465,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus <bacterium>,,Bacillus cereus group
2478,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus <bacterium>,Bacillus thuringiensis,Bacillus thuringiensis str. Al Hakam
2479,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus <bacterium>,Bacillus sp. HBCD-sjtu,Bacillus sp. HBCD-sjtu
2491,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus <bacterium>,Bacillus thuringiensis,[Bacillus thuringiensis] serovar konkukian str. 97-27
2494,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus <bacterium>,,Bacillus cereus group
2495,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus <bacterium>,Bacillus anthracis,Bacillus anthracis str. H9401
2507,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus <bacterium>,,Bacillus cereus group
2516,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus <bacterium>,,Bacillus cereus group
2529,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus <bacterium>,Bacillus cereus,Bacillus cereus
2537,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus <bacterium>,Bacillus cereus,Bacillus cereus 03BB102
2550,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus <bacterium>,Bacillus cereus,Bacillus cereus B4264
2563,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus <bacterium>,,Bacillus cereus group
2565,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus <bacterium>,,Bacillus cereus group
2608,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus <bacterium>,Bacillus anthracis,Bacillus anthracis
2611,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus <bacterium>,,Bacillus cereus group
2625,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus <bacterium>,,Bacillus <bacterium>
2638,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus <bacterium>,Bacillus megaterium,Bacillus megaterium WSH-002
2653,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus <bacterium>,Bacillus simplex,Bacillus simplex NBRC 15720 = DSM 1321
2700,Firmicutes,Bacilli,Bacillales,Bacillaceae,Oceanobacillus,Oceanobacillus iheyensis,Oceanobacillus iheyensis HTE831
2702,Firmicutes,Bacilli,Bacillales,Bacillaceae,Oceanobacillus,,Oceanobacillus
2729,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus <bacterium>,Bacillus methanolicus,Bacillus methanolicus MGA3
