,phylum,class,order,family,genus,species,taxon
80,Proteobacteria,Alphaproteobacteria,Rhizobiales,,,Rhizobiales bacterium PAMC 29148,Rhizobiales bacterium PAMC 29148
100,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Rhodopseudomonas,Rhodopseudomonas palustris,Rhodopseudomonas palustris
301,Proteobacteria,Alphaproteobacteria,Sphingomonadales,,,,Sphingomonadales
315,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Sphingomonas sp. FARSPH,Sphingomonas sp. FARSPH
335,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Sphingomonas sp. KC8,Sphingomonas sp. KC8
363,Proteobacteria,Alphaproteobacteria,Rhizobiales,,Methyloceanibacter,,Methyloceanibacter
393,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus <bacteria>,Paracoccus aminophilus,Paracoccus aminophilus JCM 7686
414,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Gemmobacter,Gemmobacter sp. HYN0069,Gemmobacter sp. HYN0069
419,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Defluviimonas,Defluviimonas alba,Defluviimonas alba
427,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacter,Rhodobacter sp. CZR27,Rhodobacter sp. CZR27
433,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,,,Rhodobacteraceae
522,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Leisingera,Leisingera methylohalidivorans,Leisingera methylohalidivorans DSM 14336
575,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Mesorhizobium,Mesorhizobium sp. M1B.F.Ca.ET.045.04.1.1,Mesorhizobium sp. M1B.F.Ca.ET.045.04.1.1
666,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,Rhizobium etli,Rhizobium etli bv. phaseoli str. IE4803
705,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Agrobacterium,Agrobacterium sp. RAC06,Agrobacterium sp. RAC06
826,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,,,Caulobacteraceae
828,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,,,Caulobacteraceae
845,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Magnetospirillum,Magnetospirillum gryphiswaldense,Magnetospirillum gryphiswaldense MSR-1 v2
856,Proteobacteria,Alphaproteobacteria,,,Candidatus Puniceispirillum,Candidatus Puniceispirillum marinum,Candidatus Puniceispirillum marinum IMCC1322
881,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Azospirillum,Azospirillum sp. TSH58,Azospirillum sp. TSH58
961,Proteobacteria,Alphaproteobacteria,Rickettsiales,,,Rickettsiales bacterium Ac37b,Rickettsiales bacterium Ac37b
1072,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Acidisphaera,Acidisphaera sp. G45-3,Acidisphaera sp. G45-3
1078,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,,,Acetobacteraceae
1084,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Acetobacter,Acetobacter senegalensis,Acetobacter senegalensis
1374,Cyanobacteria,,Oscillatoriales,Oscillatoriaceae,Moorea <Cyanobacteria>,Moorea producens,Moorea producens PAL-8-15-08-1
1422,Cyanobacteria,,,,,,Cyanobacteria
1455,Cyanobacteria,,,,,,Cyanobacteria
1691,Firmicutes,Limnochordia,Limnochordales,Limnochordaceae,Limnochorda,Limnochorda pilosa,Limnochorda pilosa
1695,Firmicutes,Clostridia,Thermoanaerobacterales,Thermoanaerobacteraceae,Thermacetogenium,Thermacetogenium phaeum,Thermacetogenium phaeum DSM 12270
2819,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus <bacterium>,Bacillus oceanisediminis,Bacillus oceanisediminis 2691
3009,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus dysgalactiae,Streptococcus dysgalactiae subsp. equisimilis RE378
3437,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus acetotolerans,Lactobacillus acetotolerans
4864,Firmicutes,Clostridia,Halanaerobiales,,,,Halanaerobiales
4997,Chloroflexi <phylum>,Anaerolineae,Anaerolineales,Anaerolineaceae,Anaerolinea,Anaerolinea thermophila,Anaerolinea thermophila UNI-1
5073,Actinobacteria <phylum>,Actinobacteria <class>,Micromonosporales,Micromonosporaceae,Micromonospora,Micromonospora tulbaghiae,Micromonospora tulbaghiae
5078,Actinobacteria <phylum>,Actinobacteria <class>,Micromonosporales,Micromonosporaceae,Plantactinospora,Plantactinospora sp. BB1,Plantactinospora sp. BB1
5303,Actinobacteria <phylum>,Actinobacteria <class>,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces sp. P3,Streptomyces sp. P3
5378,Actinobacteria <phylum>,,,,,Actinobacteria bacterium IMCC25003,Actinobacteria bacterium IMCC25003
5461,Actinobacteria <phylum>,Actinobacteria <class>,Micrococcales,Micrococcaceae,Kocuria,,Kocuria
5784,Actinobacteria <phylum>,Actinobacteria <class>,Micrococcales,Beutenbergiaceae,Beutenbergia,Beutenbergia cavernae,Beutenbergia cavernae DSM 12333
5871,Actinobacteria <phylum>,Actinobacteria <class>,Micrococcales,Microbacteriaceae,Salinibacterium,,Salinibacterium
5884,Actinobacteria <phylum>,Actinobacteria <class>,Micrococcales,Microbacteriaceae,Microbacterium,,Microbacterium
5962,Actinobacteria <phylum>,Actinobacteria <class>,Propionibacteriales,Nocardioidaceae,,,Nocardioidaceae
6037,Actinobacteria <phylum>,Actinobacteria <class>,Pseudonocardiales,Pseudonocardiaceae,Saccharothrix,Saccharothrix espanaensis,Saccharothrix espanaensis DSM 44229
6332,Actinobacteria <phylum>,Actinobacteria <class>,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium sp. WY10,Mycobacterium sp. WY10
6449,Actinobacteria <phylum>,Actinobacteria <class>,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium shigaense,Mycobacterium shigaense
6465,Actinobacteria <phylum>,Actinobacteria <class>,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium sp. JS623,Mycobacterium sp. JS623
6519,Actinobacteria <phylum>,Actinobacteria <class>,Corynebacteriales,Nocardiaceae,Rhodococcus <Bacteria>,Rhodococcus hoagii,Rhodococcus hoagii
6564,Actinobacteria <phylum>,Actinobacteria <class>,Corynebacteriales,Nocardiaceae,Nocardia,Nocardia nova,Nocardia nova SH22a
6603,Actinobacteria <phylum>,Actinobacteria <class>,Acidothermales,Acidothermaceae,Acidothermus,Acidothermus cellulolyticus,Acidothermus cellulolyticus 11B
6701,Bacteroidetes <phylum>,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Myroides,Myroides sp. ZB35,Myroides sp. ZB35
7360,Bacteroidetes <phylum>,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter,Mucilaginibacter gotjawali,Mucilaginibacter gotjawali
7364,Bacteroidetes <phylum>,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter,Mucilaginibacter sp. HYN0043,Mucilaginibacter sp. HYN0043
7381,Bacteroidetes <phylum>,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Sphingobacterium,,Sphingobacterium
7396,Bacteroidetes <phylum>,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,,,Sphingobacteriaceae
7404,Bacteroidetes <phylum>,Chitinophagia,Chitinophagales,Chitinophagaceae,Filimonas,Filimonas lacunae,Filimonas lacunae
7423,Bacteroidetes <phylum>,Saprospiria,Saprospirales,Haliscomenobacteraceae,Haliscomenobacter,Haliscomenobacter hydrossis,Haliscomenobacter hydrossis DSM 1100
7465,Bacteroidetes <phylum>,Cytophagia,Cytophagales,Cytophagaceae,Pseudarcicella,Pseudarcicella sp. HME7025,Pseudarcicella sp. HME7025
7530,Ignavibacteriae,Ignavibacteria,Ignavibacteriales,Ignavibacteriaceae,Ignavibacterium,Ignavibacterium album,Ignavibacterium album JCM 16511
7575,Planctomycetes <phylum>,Planctomycetia,Planctomycetales,,,,Planctomycetales
7707,Verrucomicrobia,Opitutae,Opitutales,Opitutaceae,Lacunisphaera,Lacunisphaera limnophila,Lacunisphaera limnophila
7718,Verrucomicrobia,Methylacidiphilae,Methylacidiphilales,Methylacidiphilaceae,Methylacidiphilum,,Methylacidiphilum
7741,Acidobacteria <phylum>,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,,Acidobacteriaceae bacterium SBC82,Acidobacteriaceae bacterium SBC82
7744,Acidobacteria <phylum>,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,Terriglobus,Terriglobus saanensis,Terriglobus saanensis SP1PR4
7746,Acidobacteria <phylum>,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,Terriglobus,,Terriglobus
7749,Acidobacteria <phylum>,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,,,Acidobacteriaceae
7752,Acidobacteria <phylum>,,,,,,Acidobacteria <phylum>
7759,Elusimicrobia <phylum>,,,,,,Elusimicrobia <phylum>
7766,,,,,,Candidatus Dependentiae bacterium (ex Spumella elongata CCAP 955/1),Candidatus Dependentiae bacterium (ex Spumella elongata CCAP 955/1)
8295,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Geobacteraceae,Geobacter,Geobacter sp. M18,Geobacter sp. M18
8301,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Geobacteraceae,Geobacter,,Geobacter
8314,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,Desulfocapsa,Desulfocapsa sulfexigens,Desulfocapsa sulfexigens DSM 10523
8330,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,,,Desulfobacteraceae
8356,Proteobacteria,Deltaproteobacteria,Myxococcales,Anaeromyxobacteraceae,Anaeromyxobacter,Anaeromyxobacter dehalogenans,Anaeromyxobacter dehalogenans 2CP-1
8365,Proteobacteria,Deltaproteobacteria,Myxococcales,Archangiaceae,Archangium,Archangium gephyra,Archangium gephyra
8368,Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcaceae,Corallococcus,Corallococcus coralloides,Corallococcus coralloides DSM 2259
8397,Proteobacteria,Gammaproteobacteria,Nevskiales,Sinobacteraceae,Solimonas,Solimonas sp. K1W22B-7,Solimonas sp. K1W22B-7
8415,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Dyella,Dyella japonica,Dyella japonica A8
8581,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Thiobacillaceae,Thiobacillus,Thiobacillus denitrificans,Thiobacillus denitrificans ATCC 25259
8963,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Ramlibacter,Ramlibacter tataouinensis,Ramlibacter tataouinensis
9000,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax,Variovorax sp. PMC12,Variovorax sp. PMC12
9037,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,,,Comamonadaceae
9311,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,,Paraburkholderia
9323,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,Paraburkholderia caribensis,Paraburkholderia caribensis
9326,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,Paraburkholderia caribensis,Paraburkholderia caribensis
9332,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia sp. YI23,Burkholderia sp. YI23
9335,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia insecticola,Burkholderia insecticola
9370,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,Cupriavidus necator,Cupriavidus necator N-1
9548,Proteobacteria,Gammaproteobacteria,,,,gamma proteobacterium HdN1,gamma proteobacterium HdN1
9553,Proteobacteria,Gammaproteobacteria,,,Sedimenticola,Sedimenticola thiotaurini,Sedimenticola thiotaurini
9580,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,Legionella hackeliae,Legionella hackeliae
9588,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,,,Legionellaceae
9589,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,Legionella fallonii,Legionella fallonii LLAP-10
9596,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,Legionella longbeachae,Legionella longbeachae
9649,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,Rickettsiella,Candidatus Rickettsiella viridis,Candidatus Rickettsiella viridis
9650,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,,,Coxiellaceae
9670,Proteobacteria,Gammaproteobacteria,Chromatiales,Ectothiorhodospiraceae,Spiribacter,Spiribacter curvatus,Spiribacter curvatus
9782,Proteobacteria,Gammaproteobacteria,Thiotrichales,Piscirickettsiaceae,Hydrogenovibrio,Hydrogenovibrio crunogenus,Hydrogenovibrio crunogenus XCL-2
10032,Proteobacteria,Gammaproteobacteria,,,,,Gammaproteobacteria
10033,Proteobacteria,Gammaproteobacteria,,,,,Gammaproteobacteria
10532,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Thalassolituus,Thalassolituus oleivorans,Thalassolituus oleivorans
10541,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Marinomonas,,Marinomonas
11006,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Pantoea,,Pantoea
12468,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Buchnera <proteobacteria>,Buchnera aphidicola,Buchnera aphidicola
13438,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Halieaceae,Halioglobus,Halioglobus japonicus,Halioglobus japonicus
13491,,,,,,,Bacteria <prokaryotes>
13506,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Hyphomicrobium,Hyphomicrobium nitrativorans,Hyphomicrobium nitrativorans NL23
13512,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Hyphomicrobium,,Hyphomicrobium
13520,,,,,,,Bacteria <prokaryotes>
10980,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Erwinia,Erwinia pyrifoliae,Erwinia pyrifoliae Ep1/96
9948,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter baumannii,Acinetobacter baumannii
2171,Firmicutes,Bacilli,Bacillales,Planococcaceae,Solibacillus,Solibacillus silvestris,Solibacillus silvestris
11059,Proteobacteria,Gammaproteobacteria,Enterobacterales,,,,Enterobacterales
5600,Actinobacteria <phylum>,Actinobacteria <class>,Actinomycetales,Actinomycetaceae,Actinomyces,Actinomyces gaoshouyii,Actinomyces gaoshouyii
7721,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,Akkermansia,Akkermansia muciniphila,Akkermansia muciniphila
794,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,Brevundimonas diminuta,Brevundimonas diminuta
1015,Proteobacteria,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,Wolbachia,Wolbachia endosymbiont of Brugia malayi,Wolbachia endosymbiont strain TRS of Brugia malayi
1231,Spirochaetes <phylum>,Spirochaetia,Spirochaetales,Borreliaceae,Borrelia,Borrelia miyamotoi,Borrelia miyamotoi
1245,Spirochaetes <phylum>,Spirochaetia,Spirochaetales,Spirochaetaceae,Treponema,,Treponema
1269,Spirochaetes <phylum>,Spirochaetia,Brachyspirales,Brachyspiraceae,Brachyspira,Brachyspira hyodysenteriae,Brachyspira hyodysenteriae WA1
1274,Spirochaetes <phylum>,Spirochaetia,Brachyspirales,Brachyspiraceae,Brachyspira,Brachyspira hampsonii,Brachyspira hampsonii
1629,Thermotogae <phylum>,Thermotogae <class>,Thermotogales,Thermotogaceae,Pseudothermotoga,,Pseudothermotoga
3573,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Oenococcus,Oenococcus sicerae <UCMA 15228>,Oenococcus sicerae <UCMA 15228>
4100,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,,Mycoplasma
7494,Bacteroidetes <phylum>,Cytophagia,Cytophagales,Hymenobacteraceae,Hymenobacter,Hymenobacter sp. 17J68-5,Hymenobacter sp. 17J68-5
8322,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Desulfatibacillum,Desulfatibacillum aliphaticivorans,Desulfatibacillum aliphaticivorans
8566,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,,,Xanthomonadaceae
12499,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Candidatus Ishikawaella,Candidatus Ishikawaella capsulata,Candidatus Ishikawaella capsulata Mpkobe
4437,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus epidermidis,Staphylococcus epidermidis
12810,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Glaesserella,Glaesserella parasuis,Glaesserella parasuis
7263,Bacteroidetes <phylum>,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides <genus>,Bacteroides fragilis,Bacteroides fragilis
3156,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus pneumoniae,Streptococcus pneumoniae TIGR4
6253,Actinobacteria <phylum>,Actinobacteria <class>,Corynebacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium sp. 2184,Corynebacterium sp. 2184
10090,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas balearica,Pseudomonas balearica DSM 6083
15,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bosea <bacteria>,Bosea sp. Tri-49,Bosea sp. Tri-49
3730,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus curieae,Lactobacillus curieae
6302,Actinobacteria <phylum>,Actinobacteria <class>,Corynebacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium terpenotabidum,Corynebacterium terpenotabidum Y-11
3618,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Weissella,,Weissella
10646,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,Shewanella sp. ANA-3,Shewanella sp. ANA-3
7713,Verrucomicrobia,,,,,,Verrucomicrobia
3755,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus brevis,Lactobacillus brevis
1681,Firmicutes,Clostridia,Thermoanaerobacterales,Thermoanaerobacteraceae,Tepidanaerobacter,Tepidanaerobacter acetatoxydans,Tepidanaerobacter acetatoxydans Re1
3328,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus mutans,Streptococcus mutans NN2025
4406,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus equorum,Staphylococcus equorum
8582,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Thiobacillaceae,Sulfuritortus,Sulfuritortus calidifontis,Sulfuritortus calidifontis
10764,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,Aeromonas veronii,Aeromonas veronii
10885,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Leclercia,,Leclercia
12016,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,,,Enterobacteriaceae
3305,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus salivarius,Streptococcus salivarius
11054,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Kosakonia,Kosakonia cowanii,Kosakonia cowanii
11593,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia albertii,Escherichia albertii
122,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Rhodopseudomonas,Rhodopseudomonas palustris,Rhodopseudomonas palustris TIE-1
1449,Cyanobacteria,,Synechococcales,Leptolyngbyaceae,Leptolyngbya,Leptolyngbya sp. NIES-3755,Leptolyngbya sp. NIES-3755
4034,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,,Mycoplasma
5608,Actinobacteria <phylum>,Actinobacteria <class>,Actinomycetales,Actinomycetaceae,,,Actinomycetaceae
6111,Actinobacteria <phylum>,Actinobacteria <class>,Corynebacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium deserti,Corynebacterium deserti GIMN1.010
6783,Bacteroidetes <phylum>,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Dokdonia,Dokdonia sp. Dokd-P16,Dokdonia sp. Dokd-P16
7298,Bacteroidetes <phylum>,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella intermedia,Prevotella intermedia
7507,Bacteroidetes <phylum>,Cytophagia,Cytophagales,Amoebophilaceae,Candidatus Cardinium,Cardinium endosymbiont of Sogatella furcifera,Cardinium endosymbiont of Sogatella furcifera
8296,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Geobacteraceae,Geobacter,Geobacter bemidjiensis,Geobacter bemidjiensis Bem
8374,Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcaceae,Myxococcus,,Myxococcus
9558,Proteobacteria,Gammaproteobacteria,,,Thiolapillus,Thiolapillus brandeum,Thiolapillus brandeum
10708,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Zobellella,Zobellella denitrificans,Zobellella denitrificans
10793,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Rahnella,Rahnella sp. ERMR1:05,Rahnella sp. ERMR1:05
13143,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,,Vibrio
9790,Proteobacteria,Gammaproteobacteria,,,,,Gammaproteobacteria
2173,Firmicutes,Bacilli,Bacillales,Planococcaceae,Solibacillus,Solibacillus silvestris,Solibacillus silvestris
